"","TRACTFIPS","POPULATION","AREA","DRGT_EVNTS","DRGT_AFREQ","DRGT_HLRA","HWAV_EVNTS","HWAV_AFREQ","HWAV_HLRA","LTNG_EVNTS","LTNG_AFREQ","SWND_EVNTS","SWND_AFREQ","SWND_HLRA","WFIR_AFREQ","WFIR_EXPA","WFIR_EXPT","WFIR_EXP_AREA","WFIR_HLRB","WFIR_HLRP","WFIR_HLRA","WFIR_EALT","WFIR_EALS","WFIR_ALRA","WFIR_RISKV","WFIR_RISKS","WFRI_R","TRCT_WAREA","TRCT_SLOPE","CNTY_ELEV","CNTY_TEMP","CNTY_PRECIP","TRCT_VEGLF"
"252","06001435200",4504,0.90379692,1043,47.4090909090909,0.002610779,8,0.495356037,0.000105742,2,0.090909,2,0.038991506,2.11415e-05,0.000701232,0,965444546.520278,0.015728951,0.4,0.000223705,8.46923e-07,4073.02914541662,79.8746625759576,0,4618.250135321,80.1491223897636,0,61592,4.44260058275588,5,60.5,14.46,"Tree"
"253","06001435300",5077,0.50140974,1043,47.4090909090909,0.002610779,8,0.495356037,0.000105742,3,0.091492868,2,0.038991506,2.11415e-05,1e-05,0,3631473238.53795,0.03072709,0.4,0.000223705,8.46923e-07,197.443417954364,44.2391162165698,0,282.987769644277,47.4539789754079,0,0,2.04992197411162,5,60.5,14.46,"Tree"
"254","06001435400",4893,0.51681708,1043,47.4090909090909,0.002610779,8,0.495356037,0.000105742,4,0.180350012,2,0.038991506,2.11415e-05,1e-05,0,49327137.7505794,0.000243458,0.4,0.000223705,8.46923e-07,1.20519817001796,25.4587183237606,0,1.78450706612489,25.5232364553109,0,0,1.39061836562569,86,60.5,14.46,"Tree"
"255","06001435500",4104,0.39481026,1043,47.4090909090909,0.002610779,8,0.495357559,0.000105742,4,0.181818559,2,0.038991626,2.11415e-05,1e-05,0,73922554.7570052,0.000343549,0.4,0.000223705,8.46923e-07,2.02941285945063,25.6216331918233,0,2.90043454747345,25.7075583884317,0,0,1.78837663188894,30,60.5,14.46,"Tree"
"256","06001435601",5454,0.36897666,1043,47.4090909090909,0.002610779,8,0.495356299,0.000105742,4,0.181818096,2,0.038991527,2.11415e-05,0,0,0,0,0.4,0.000223705,8.46923e-07,0,0,0,0,0,0,0,0.465224426058614,30,60.5,14.46,"Tree"
"257","06001435602",5709,0.44582265,1043,47.4090909090909,0.002610779,8,0.495356037,0.000105742,4,0.181818,2,0.038991506,2.11415e-05,0,0,0,0,0.4,0.000223705,8.46923e-07,0,0,0,0,0,0,0,0.473764510746077,8,60.5,14.46,"Tree"
"258","06001435700",4904,0.51907323,1043,47.4090909090909,0.002610779,8,0.495356037,0.000105742,5,0.21643667,2,0.038991506,2.11415e-05,0,0,0,0,0.4,0.000223705,8.46923e-07,0,0,0,0,0,0,0,0.5692746342236,15,60.5,14.46,"Tree"
"259","06001435800",5592,0.51090858,1043,47.4090909090909,0.002610779,8,0.495356037,0.000105742,10,0.411237893,2,0.033052351,2.11415e-05,0,0,0,0,0.4,0.000223705,8.46923e-07,0,0,0,0,0,0,0,0.344985273502854,15,60.5,14.46,"Tree"
"260","06001435900",5431,0.96216939,1043,47.4090909090909,0.002610779,7.83188567634645,0.495650312,0.000105742,10,0.42363019,1,0.02846581,2.11415e-05,1e-05,0,666958774.26914,0.006251428,0.4,0.000223705,8.46923e-07,42.8450950716696,30.8907994720131,0,48.450919368962,30.9113827712505,0,53278,0.34935377558855,15,60.5,14.46,"Tree"
"261","06001436000",5049,0.52459134,1043,47.4090909090909,0.002610779,8,0.495357175,0.000105742,9,0.40909094,1,0.02785114,2.11415e-05,1e-05,0,1565106817.33073,0.014181114,0.4,0.000223705,8.46923e-07,73.9628143121209,34.5355737100591,0,77.58985959009,33.9687485135328,0,0,0.282262467350574,15,60.5,14.46,"Tree"
"262","06001436100",5722,0.49193937,1043,47.4090909090909,0.002610779,8,0.495356575,0.000105742,8,0.338015565,2,0.035294567,2.11415e-05,0,0,0,0,0.4,0.000223705,8.46923e-07,0,0,0,0,0,0,0,0.442176349530115,15,60.5,14.46,"Tree"
"263","06001436200",4115,0.25136124,1043,47.4090909090909,0.002610779,8,0.495357643,0.000105742,5,0.183333686,2,0.038991633,2.11415e-05,0,0,0,0,0.4,0.000223705,8.46923e-07,0,0,0,0,0,0,0,0.613808036100965,15,60.5,14.46,"Developed"
"264","06001436301",5752,0.41248077,1043,47.4090909090909,0.002610779,8,0.495356037,0.000105742,4,0.181818,2,0.038991506,2.11415e-05,1e-05,0,574735495.213121,0.010216155,0.4,0.000223705,8.46923e-07,65.5424949124574,33.5759218959961,0,86.4700218440092,34.8356561860819,0,0,0.556513569958141,30,60.5,14.46,"Tree"
"265","06001436302",3903,0.30166305,1043,47.4090909090909,0.002610779,8,0.495356037,0.000105742,4,0.181818,2,0.038991506,2.11415e-05,0,0,0,0,0.4,0.000223705,8.46923e-07,0,0,0,0,0,0,0,0.632596606709236,86,60.5,14.46,"Tree"
"266","06001436402",3007,1.66699884,1043,47.4090909090909,0.002610779,8.00031414454014,0.495375667,0.000105742,3,0.112170947,2,0.03899152,2.11415e-05,0.0008479,0,496251065.811571,0.013486037,0.4,0.000223705,8.46923e-07,3268.41769527952,78.5796677488019,0,2627.17591949308,76.6719783094706,0,0,5.77005377827337,5,60.5,14.46,"Tree"
"267","06001436403",4282,0.60172593,1043,47.4090909090909,0.002610779,8,0.495356849,0.000105742,3,0.121130929,2,0.03899157,2.11415e-05,1e-05,0,1840172739.34339,0.008113158,0.4,0.000223705,8.46923e-07,76.5206359596865,34.8138370613487,0,90.0754647330467,35.1983541835133,0,0,4.9423538407458,5,60.5,14.46,"Tree"
"268","06001436404",3609,0.61380579,1043,47.4090909090909,0.002610779,8,0.495356037,0.000105742,2,0.090909,2,0.038991506,2.11415e-05,1e-05,0,1208785924.04277,0.013499316,0.4,0.000223705,8.46923e-07,54.8063662167105,32.3047102612584,0,43.3216680441292,30.326309280312,0,0,3.65424134454581,5,60.5,14.46,"Tree"
"269","06001436500",5372,0.76734528,1043,47.4090909090909,0.002610779,8,0.495356037,0.000105742,4,0.171020897,2,0.038991506,2.11415e-05,0,0,0,0,0.4,0.000223705,8.46923e-07,0,0,0,0,0,0,0,3.45903766937435,5,60.5,14.46,"Tree"
"270","06001436601",6693,0.42259581,1043,47.4090909090909,0.002610779,8,0.495356037,0.000105742,6,0.260903457,2,0.038991506,2.11415e-05,1e-05,0,2717404803.43247,0.016334332,0.4,0.000223705,8.46923e-07,105.23765253618,37.6642526726363,0,147.607942505379,39.9479141892213,0,0,0.353570024551692,86,60.5,14.46,"Tree"
"271","06001436602",5373,0.34877076,1043,47.4090909090909,0.002610779,8,0.49535699,0.000105742,8,0.335699807,2,0.038991581,2.11415e-05,1e-05,0,5929592057.66787,0.025019684,0.4,0.000223705,8.46923e-07,207.863112081842,44.8717491348864,0,309.16095981337,48.60985587214,0,0,0.621183651066211,86,60.5,14.46,"Tree"
"272","06001436700",3689,0.31132491,1043,47.4090909090909,0.002610779,8,0.495356683,0.000105742,4,0.181818237,2,0.038991557,2.11415e-05,0,0,0,0,0.4,0.000223705,8.46923e-07,0,0,0,0,0,0,0,0.486260922044111,30,60.5,14.46,"Tree"
"273","06001436800",4341,0.39989274,1043,47.4090909090909,0.002610779,8,0.495356037,0.000105742,6,0.261244526,2,0.038991506,2.11415e-05,0,0,0,0,0.4,0.000223705,8.46923e-07,0,0,0,0,0,0,0,0.613584351163491,30,60.5,14.46,"Tree"
"274","06001436900",7099,0.47076588,1043,47.4090909090909,0.002610779,8,0.495356037,0.000105742,4,0.181818,2,0.038991506,2.11415e-05,0,0,0,0,0.4,0.000223705,8.46923e-07,0,0,0,0,0,0,0,0.451948844390872,8,60.5,14.46,"Tree"
"275","06001437000",3726,0.62292906,1043,47.4090909090909,0.002610779,8,0.495356285,0.000105742,8,0.327916789,2,0.038991526,2.11415e-05,0,0,0,0,0.4,0.000223705,8.46923e-07,0,0,0,0,0,0,0,0.613814038467837,30,60.5,14.46,"Tree"
"276","06001437101",7532,22.0250862,1043,47.4090909090909,0.002610779,6.90552488905274,0.490165376,0.000105742,11,0.548340471,1,0.033650805,2.11415e-05,2.04034e-05,226286.355332521,803927139.22748,0.086714139,0.4,0.000223705,8.46923e-07,272.004778267358,48.1241006980367,3.386e-12,367.675362249064,50.8550159349284,0,7210036,0.400468984670047,15,60.5,14.46,"Tree"
"277","06001437102",4557,0.33930195,1043,47.4090909090909,0.002610779,8,0.495356066,0.000105742,8,0.363636021,2,0.038991509,2.11415e-05,0,0,0,0,0.4,0.000223705,8.46923e-07,0,0,0,0,0,0,0,0.58519798492495,30,60.5,14.46,"Tree"
"278","06001437200",8696,0.99629478,1043,47.4090909090909,0.002610779,8,0.495356037,0.000105742,11,0.457813842,2,0.037508948,2.11415e-05,1e-05,0,2962651989.87807,0.042884455,0.4,0.000223705,8.46923e-07,520.830910359766,56.4779470348305,0,730.268923103,60.5027826666032,0,0,0.51763756404597,15,60.5,14.46,"Tree"
"279","06001437300",3359,0.40086657,1043,47.4090909090909,0.002610779,8,0.495357001,0.000105742,8,0.363636708,2,0.038991582,2.11415e-05,1e-05,1.3490694483244,1938820982.04338,0.022740958,0.4,0.000223705,8.46923e-07,160.094449440467,41.9809020964884,0,244.376273848712,45.6190838605337,0,0,0.615381189755031,30,60.5,14.46,"Tree"
"280","06001437400",3508,0.33477873,1043,47.4090909090909,0.002610779,8,0.495358432,0.000105742,8,0.363637758,2,0.038991695,2.11415e-05,1e-05,0,9127611875.20049,0.062697267,0.4,0.000223705,8.46923e-07,307.642016115195,49.6581166089924,0,367.864113744122,50.8669076725491,0,0,0.37857013166887,86,60.5,14.46,"Tree"
"281","06001437500",4797,0.24708684,1043,47.4090909090909,0.002610779,8,0.495356819,0.000105742,8,0.363636574,2,0.038991568,2.11415e-05,0,0,0,0,0.4,0.000223705,8.46923e-07,0,0,0,0,0,0,0,0.504494648230703,86,60.5,14.46,"Tree"
"282","06001437600",3398,0.31940103,1043,47.4090909090909,0.002610779,8,0.495356037,0.000105742,8,0.363636,2,0.038991506,2.11415e-05,1e-05,37444.8997800655,2825007453.30217,0.019590589,0.4,0.000223705,8.46923e-07,119.994335441233,38.9663824575173,7.546e-12,149.92195497729,40.1203443847215,0,0,0.41142578003571,86,60.5,14.46,"Tree"
"283","06001437701",3991,0.18880095,1043,47.4090909090909,0.002610779,8,0.495357971,0.000105742,8,0.357557444,2,0.038991659,2.11415e-05,0,0,0,0,0.4,0.000223705,8.46923e-07,0,0,0,0,0,0,0,0.340855870055975,5,60.5,14.46,"Tree"
"284","06001437702",4404,0.14488032,1043,47.4090909090909,0.002610779,8,0.495356037,0.000105742,8,0.363636,2,0.038991506,2.11415e-05,0,0,0,0,0.4,0.000223705,8.46923e-07,0,0,0,0,0,0,0,0.410895025816517,5,60.5,14.46,"Tree"
"285","06001437800",4785,0.49749414,1043,47.4090909090909,0.002610779,8,0.49535606,0.000105742,7,0.29817301,2,0.038991508,2.11415e-05,1e-05,0,1130922826.24909,0.006790422,0.4,0.000223705,8.46923e-07,38.2041554173121,30.3116787366368,0,47.4340985936037,30.8114921752366,0,0,0.554535260602916,5,60.5,14.46,"Tree"
"286","06001437900",2426,0.26315406,1043,47.4090909090909,0.002610779,8,0.495356037,0.000105742,5,0.18509278,2,0.038991506,2.11415e-05,0,0,0,0,0.4,0.000223705,8.46923e-07,0,0,0,0,0,0,0,0.690378994938541,5,60.5,14.46,"Tree"
"287","06001438000",3409,0.94879863,1043,47.4090909090909,0.002610779,8,0.495356381,0.000105742,4,0.143182029,2,0.038991533,2.11415e-05,0.003422585,0,589388837.844577,0.008625988,0.4,0.000223705,8.46923e-07,11798.2645290956,85.1462071753892,0,12021.7373926539,84.7464681539266,0,0,5.07697379571479,28,60.5,14.46,"Agriculture"
"288","06001438100",7807,0.78072423,1043,47.4090909090909,0.002610779,8,0.495356203,0.000105742,4,0.143658502,2,0.038991519,2.11415e-05,1e-05,0,2272309144.31227,0.022108305,0.4,0.000223705,8.46923e-07,107.19683710821,37.8568965312214,0,116.947029694696,37.5802692289397,0,0,0.609717332801999,5,60.5,14.46,"Tree"
"289","06001438201",4752,0.38356422,1043,47.4090909090909,0.002610779,8,0.495356037,0.000105742,8,0.361726716,2,0.038991506,2.11415e-05,0,0,0,0,0.4,0.000223705,8.46923e-07,0,0,0,0,0,0,0,0.38653414950266,86,60.5,14.46,"Tree"
"290","06001438203",4200,2.04983649,1043,47.4090909090909,0.002610779,8,0.495356037,0.000105742,6,0.227340754,2,0.038991506,2.11415e-05,0,0,0,0,0.4,0.000223705,8.46923e-07,0,0,0,0,0,0,0,0.634650010885185,5,60.5,14.46,"Tree"
"291","06001438204",5926,0.58104462,1043,47.4090909090909,0.002610779,8,0.495356423,0.000105742,5,0.213960309,2,0.038991537,2.11415e-05,0,0,0,0,0.4,0.000223705,8.46923e-07,0,0,0,0,0,0,0,0.46859975185279,5,60.5,14.46,"Tree"
"292","06001438300",3865,0.33383766,1043,47.4090909090909,0.002610779,8,0.495356905,0.000105742,8,0.363636637,2,0.038991575,2.11415e-05,0,0,0,0,0.4,0.000223705,8.46923e-07,0,0,0,0,0,0,0,0.515162071551256,30,60.5,14.46,"Tree"
"293","06001438400",2460,0.67223949,1043,47.4090909090909,0.002610779,8,0.495356037,0.000105742,8,0.341022512,2,0.038991506,2.11415e-05,0,0,0,0,0.4,0.000223705,8.46923e-07,0,0,0,0,0,0,0,0.463361142881246,86,60.5,14.46,"Tree"
"294","06001440100",2626,10.67960283,1043,47.4090909090909,0.002610779,25.2702851980987,1.56472354167794,0.000105742,9,0.403780348,2,0.038991506,2.11415e-05,0.009532651,27395.1893440563,507654111.701677,0.038384229,0.4,0.000223705,8.46923e-07,49316.4477529142,91.5391292973256,7.14357e-10,61188.7571671901,91.9754554535509,1,0,7.2801355680917,16,60.5,14.46,"Agriculture"
"295","06001440200",5771,0.45274164,1043,47.4090909090909,0.002610779,8,0.495357343,0.000105742,3,0.136363359,2,0.038991609,2.11415e-05,1e-05,526.179675372851,206259.179675373,0.000234994,0.4,0.000223705,8.46923e-07,0.822931984,25.3778554695397,8.44e-12,0.972300873,25.3769680825762,0,0,0.374192088147159,28,60.5,14.46,"Developed"
"296","06001440301",7129,1.68845586,1043,47.4090909090909,0.002610779,8,0.495356037,0.000105742,4,0.155124483,2,0.038991506,2.11415e-05,0,0,0,0,0.4,0.000223705,8.46923e-07,0,0,0,0,0,0,0,0.616161115149678,5,60.5,14.46,"Tree"
"297","06001440304",4707,0.38140635,1043,47.4090909090909,0.002610779,8,0.495356037,0.000105742,8,0.339832201,2,0.038991506,2.11415e-05,0,0,0,0,0.4,0.000223705,8.46923e-07,0,0,0,0,0,0,0,0.240605536583931,86,60.5,14.46,"Tree"
"298","06001440305",3682,0.36240282,1043,47.4090909090909,0.002610779,8,0.495356037,0.000105742,11,0.494578241,2,0.038991506,2.11415e-05,0,0,0,0,0.4,0.000223705,8.46923e-07,0,0,0,0,0,0,0,0.110911775222156,86,60.5,14.46,"Developed"
"299","06001440306",4020,0.26383968,1043,47.4090909090909,0.002610779,8,0.495358827,0.000105742,9,0.376180384,2,0.038991726,2.11415e-05,0,0,0,0,0.4,0.000223705,8.46923e-07,0,0,0,0,0,0,0,0.322281139407386,5,60.5,14.46,"Tree"
"300","06001440307",4459,0.54793323,1043,47.4090909090909,0.002610779,8,0.495356037,0.000105742,4,0.18000068,2,0.038991506,2.11415e-05,1e-05,0,2026049278.20696,0.015362566,0.4,0.000223705,8.46923e-07,157.174648016783,41.768042524348,0,210.798758498399,43.9316462921562,0,0,0.638654447052146,5,60.5,14.46,"Tree"
"301","06001440308",5946,0.71690112,1043,47.4090909090909,0.002610779,8,0.495356689,0.000105742,6,0.242115743,2,0.038991558,2.11415e-05,1e-05,43219.1892638054,358872986.329985,0.014847424,0.4,0.000223705,8.46923e-07,71.5429595843967,34.2751477530829,7.247e-12,88.5462808651118,35.0318698568235,0,0,0.698863814848527,28,60.5,14.46,"Tree"
"302","06001440331",3323,0.68704545,1043,47.4090909090909,0.002610779,8,0.495356037,0.000105742,7,0.318181,2,0.038991506,2.11415e-05,0,0,0,0,0.4,0.000223705,8.46923e-07,0,0,0,0,0,0,0,0.446427338480462,86,60.5,14.46,"Tree"
"303","06001440332",3034,0.89616267,1043,47.4090909090909,0.002610779,8,0.495356037,0.000105742,9,0.380713102,2,0.038704696,2.11415e-05,0,0,0,0,0.4,0.000223705,8.46923e-07,0,0,0,0,0,0,0,1.17489215029704,86,60.5,14.46,"Tree"
"304","06001440333",2787,0.97714617,1043,47.4090909090909,0.002610779,8,0.495356144,0.000105742,7,0.318181069,2,0.038991515,2.11415e-05,0,0,0,0,0.4,0.000223705,8.46923e-07,0,0,0,0,0,0,0,0.538638132911327,86,60.5,14.46,"Tree"
"305","06001440334",4083,0.39599937,1043,47.4090909090909,0.002610779,8,0.495356037,0.000105742,7,0.318181,2,0.038991506,2.11415e-05,0,0,0,0,0.4,0.000223705,8.46923e-07,0,0,0,0,0,0,0,0.361073184558563,5,60.5,14.46,"Tree"
"306","06001440336",4583,0.46590765,1043,47.4090909090909,0.002610779,8,0.495356037,0.000105742,7,0.318181,2,0.038991506,2.11415e-05,1e-05,0,685372701.73716,0.00629026,0.4,0.000223705,8.46923e-07,27.7748431226562,29.0392779422782,0,29.8616031135301,28.9218950673072,0,0,0.739498247237724,12,60.5,14.46,"Tree"
"307","06001440337",2708,0.44230329,1043,47.4090909090909,0.002610779,8,0.495356382,0.000105742,6,0.264482257,2,0.038991533,2.11415e-05,0,0,0,0,0.4,0.000223705,8.46923e-07,0,0,0,0,0,0,0,0.606590606880793,12,60.5,14.46,"Tree"
"308","06001440338",4305,0.33750912,1043,47.4090909090909,0.002610779,8,0.495356175,0.000105742,7,0.3029518,2,0.038991517,2.11415e-05,1e-05,0,1046981312.78502,0.003411023,0.4,0.000223705,8.46923e-07,65.0124506496679,33.5117072764677,0,76.9944045346109,33.9116681729534,0,0,1.04740199372017,12,60.5,14.46,"Tree"
"309","06001441100",4504,6.05610408,1043,47.4090909090909,0.002610779,18.9142518145121,1.17116110306576,0.000105742,11,0.477994949,2,0.038991506,2.11415e-05,0.005792989,8666.06860682349,204203327.006577,0.003725153,0.4,0.000223705,8.46923e-07,6502.08535237397,82.2565492966121,1.02258e-09,7407.79011377651,82.4240117966037,0,0,6.6116255311017,56,60.5,14.46,"Agriculture"
"310","06001441200",7277,1.27108605,1043,47.4090909090909,0.002610779,8,0.495356037,0.000105742,10,0.453918998,2,0.038991506,2.11415e-05,1e-05,33057.9949081044,246342329.799267,0.010513456,0.4,0.000223705,8.46923e-07,19.0475721368481,28.0487079780719,7.725e-12,19.9065898910905,27.8349902487751,0,11692,1.06855851300009,16,60.5,14.46,"Tree"
"311","06001441301",3248,1.26367644,1043,47.4090909090909,0.002610779,8,0.495356112,0.000105742,9,0.386957378,2,0.038991512,2.11415e-05,1e-05,12086.4849551247,36394130.1791951,0.005634476,0.4,0.000223705,8.46923e-07,14.4517361794097,27.4458040502777,1.02e-12,12.3691805483882,26.9954335727537,0,0,1.61001356412424,16,60.5,14.46,"Herb"
"312","06001441302",5605,0.77791818,1043,47.4090909090909,0.002610779,8,0.495356037,0.000105742,7,0.318181,2,0.038991506,2.11415e-05,1e-05,0,750242700.706854,0.007681811,0.4,0.000223705,8.46923e-07,48.6444805653053,31.6042952445507,0,49.8088132739961,31.0671645340817,0,0,0.470652125279109,28,60.5,14.46,"Tree"
"313","06001441401",7319,0.72403968,1043,47.4090909090909,0.002610779,8,0.495356083,0.000105742,7,0.318181029,2,0.03899151,2.11415e-05,0,0,0,0,0.4,0.000223705,8.46923e-07,0,0,0,0,0,0,0,0.397059597514102,5,60.5,14.46,"Tree"
"314","06001441402",5293,0.64848732,1043,47.4090909090909,0.002610779,8,0.49535702,0.000105742,7,0.318158178,2,0.038991584,2.11415e-05,0,0,0,0,0.4,0.000223705,8.46923e-07,0,0,0,0,0,0,0,0.726280667336006,5,60.5,14.46,"Tree"
"315","06001441501",5913,0.89723595,1043,47.4090909090909,0.002610779,8,0.495356037,0.000105742,11,0.499980348,2,0.038991506,2.11415e-05,0,0,0,0,0.4,0.000223705,8.46923e-07,0,0,0,0,0,0,0,0.572149781119395,86,60.5,14.46,"Herb"
"316","06001441503",7763,33.25560459,1043,47.4090909090909,0.002610779,6.72620731932079,0.468875356,0.000105742,9,0.4276239,2,0.039328337,2.11415e-05,1e-05,45601.2782580169,1726430511.86792,0.042950612,0.4,0.000223705,8.46923e-07,416.24041260334,53.5300203346295,8.6e-14,418.603154994799,52.5376968082576,0,12525279,0.524805107210647,16,60.5,14.46,"Tree"
"317","06001441521",5779,0.63325392,1043,47.4090909090909,0.002610779,8,0.49535748,0.000105742,11,0.460231536,2,0.03899162,2.11415e-05,0,0,0,0,0.4,0.000223705,8.46923e-07,0,0,0,0,0,0,0,0.542694396984597,5,60.5,14.46,"Tree"
"318","06001441522",4868,0.51288939,1043,47.4090909090909,0.002610779,8,0.495357465,0.000105742,9,0.407665192,2,0.038991619,2.11415e-05,0,0,0,0,0.4,0.000223705,8.46923e-07,0,0,0,0,0,0,0,0.598495412793619,5,60.5,14.46,"Tree"
"319","06001441523",4169,0.18215496,1043,47.4090909090909,0.002610779,8,0.495356037,0.000105742,9,0.393829771,2,0.038991506,2.11415e-05,0,0,0,0,0.4,0.000223705,8.46923e-07,0,0,0,0,0,0,0,0.361475581493451,5,60.5,14.46,"Tree"
"320","06001441524",4040,0.65548782,1043,47.4090909090909,0.002610779,8,0.49535696,0.000105742,11,0.464287762,2,0.038991579,2.11415e-05,1e-05,13699.7200313518,51855429.7504404,0.007064748,0.4,0.000223705,8.46923e-07,23.973596584699,28.6206937557228,8.99e-13,18.8561662614773,27.7374780002854,0,0,0.572426525264356,5,60.5,14.46,"Tree"
"321","06001441525",1629,1.81813905,1043,47.4090909090909,0.002610779,8,0.495356464,0.000105742,8,0.327680746,2,0.03899154,2.11415e-05,1e-05,0,2916793.478801,0.001173578,0.4,0.000223705,8.46923e-07,11.6671736204667,27.1092718775641,0,13.1545066551523,27.0786757360986,0,0,0.714306031189653,375,60.5,14.46,"Tree"
"322","06001441601",4641,0.5057013,1043,47.4090909090909,0.002610779,8,0.495356553,0.000105742,7,0.318181331,2,0.038991547,2.11415e-05,1e-05,0,61583481.2067329,0.000851845,0.4,0.000223705,8.46923e-07,3.69629016880502,25.9296255336354,0,3.58713699911688,25.8038814631594,0,0,0.360068703335635,28,60.5,14.46,"Tree"
"323","06001441602",7220,0.65601159,1043,47.4090909090909,0.002610779,8,0.495356037,0.000105742,8,0.318181048,2,0.038991506,2.11415e-05,0,0,0,0,0.4,0.000223705,8.46923e-07,0,0,0,0,0,0,0,0.330095308627246,28,60.5,14.46,"Tree"
"324","06001441701",3827,0.42957174,1043,47.4090909090909,0.002610779,8,0.495356037,0.000105742,7,0.318181,2,0.038991506,2.11415e-05,0,0,0,0,0.4,0.000223705,8.46923e-07,0,0,0,0,0,0,0,0.555238267747568,12,60.5,14.46,"Developed"
"325","06001441702",5719,0.44020938,1043,47.4090909090909,0.002610779,8,0.495356037,0.000105742,8,0.327930076,2,0.038991506,2.11415e-05,0,0,0,0,0.4,0.000223705,8.46923e-07,0,0,0,0,0,0,0,0.743010170241276,12,60.5,14.46,"Tree"
"326","06001441800",7195,0.79471587,1043,47.4090909090909,0.002610779,8,0.495357294,0.000105742,10,0.440506965,2,0.038991605,2.11415e-05,0,0,0,0,0.4,0.000223705,8.46923e-07,0,0,0,0,0,0,0,0.517194311482837,16,60.5,14.46,"Tree"
"327","06001441921",3698,0.33025395,1043,47.4090909090909,0.002610779,8,0.495356037,0.000105742,10,0.454545,2,0.038991506,2.11415e-05,0,0,0,0,0.4,0.000223705,8.46923e-07,0,0,0,0,0,0,0,0.467968885129252,16,60.5,14.46,"Tree"
"328","06001441923",6275,0.58866171,1043,47.4090909090909,0.002610779,8,0.495356296,0.000105742,10,0.454545238,2,0.038991527,2.11415e-05,0,0,0,0,0.4,0.000223705,8.46923e-07,0,0,0,0,0,0,0,0.318056036578158,16,60.5,14.46,"Developed"
"329","06001441924",7608,0.85200999,1043,47.4090909090909,0.002610779,8,0.495356037,0.000105742,10,0.454544983,2,0.038991506,2.11415e-05,0,0,0,0,0.4,0.000223705,8.46923e-07,0,0,0,0,0,0,0,0.792382047217535,16,60.5,14.46,"Tree"
"330","06001441926",3836,0.15998073,1043,47.4090909090909,0.002610779,8,0.495356037,0.000105742,10,0.454545,2,0.038991506,2.11415e-05,0,0,0,0,0.4,0.000223705,8.46923e-07,0,0,0,0,0,0,0,0.283181760075328,16,60.5,14.46,"Developed"
"331","06001441927",4280,0.25355187,1043,47.4090909090909,0.002610779,8,0.495356753,0.000105742,10,0.454545657,2,0.038991563,2.11415e-05,0,0,0,0,0.4,0.000223705,8.46923e-07,0,0,0,0,0,0,0,0.308743378379669,16,60.5,14.46,"Developed"
"332","06001441928",3392,1.08697095,1043,47.4090909090909,0.002610779,8,0.495356037,0.000105742,10,0.454544865,2,0.038991506,2.11415e-05,1e-05,14198.1648959783,14198.1648959783,0.002953601,0.4,0.000223705,8.46923e-07,1.20248e-07,24.8094371707514,3.49e-13,1.09272e-07,24.8085430243067,0,253509,0.524980820142306,56,60.5,14.46,"Shrub"
"333","06001441929",3466,0.18827445,1043,47.4090909090909,0.002610779,8,0.495356037,0.000105742,10,0.454545,2,0.038991506,2.11415e-05,0,0,0,0,0.4,0.000223705,8.46923e-07,0,0,0,0,0,0,0,0.592521737688936,16,60.5,14.46,"Tree"
"334","06001442000",3236,3.1044273,1043,47.4090909090909,0.002610779,14.5058791115656,0.898196849,0.000105742,16,0.726033131,2,0.038991506,2.11415e-05,0.007185486,0,462077991.791666,0.016123785,0.4,0.000223705,8.46923e-07,34805.0975830137,90.1002461560415,0,30971.2566327503,89.1404652047757,1,0,5.82449359560326,375,60.5,14.46,"Agriculture"
"335","06001442100",5260,0.72496905,1043,47.4090909090909,0.002610779,8,0.495356037,0.000105742,14,0.63600771,2,0.038991506,2.11415e-05,0,0,0,0,0.4,0.000223705,8.46923e-07,0,0,0,0,0,0,0,0.542275550779738,56,60.5,14.46,"Tree"
"336","06001442200",7454,1.63457073,1043,47.4090909090909,0.002610779,8,0.495356271,0.000105742,14,0.621527651,2,0.038991525,2.11415e-05,1e-05,0,902208712.347815,0.017067423,0.4,0.000223705,8.46923e-07,125.63360882409,39.4539379020846,0,111.041794123996,37.0843837701565,0,0,1.30709480984565,56,60.5,14.46,"Tree"
"337","06001442301",5046,0.55097562,1043,47.4090909090909,0.002610779,8,0.495356037,0.000105742,9,0.394323745,2,0.038991506,2.11415e-05,0,0,0,0,0.4,0.000223705,8.46923e-07,0,0,0,0,0,0,0,0.405938499495245,56,60.5,14.46,"Tree"
"338","06001442302",6417,0.37562967,1043,47.4090909090909,0.002610779,8,0.495356037,0.000105742,10,0.454545,2,0.038991506,2.11415e-05,0,0,0,0,0.4,0.000223705,8.46923e-07,0,0,0,0,0,0,0,0.64897834041428,56,60.5,14.46,"Tree"
"339","06001442400",6333,0.61730682,1043,47.4090909090909,0.002610779,8,0.495357323,0.000105742,10,0.442598396,2,0.038991608,2.11415e-05,0,0,0,0,0.4,0.000223705,8.46923e-07,0,0,0,0,0,0,0,0.247458656493307,16,60.5,14.46,"Tree"
"340","06001442501",3543,0.38374752,1043,47.4090909090909,0.002610779,8,0.495356037,0.000105742,10,0.454545,2,0.038991506,2.11415e-05,0,0,0,0,0.4,0.000223705,8.46923e-07,0,0,0,0,0,0,0,0.168957548334733,16,60.5,14.46,"Tree"
