"","countyID","STATEFP","COUNTYFP","TRACTCE","GEOID","tractID","NAMELSAD","land_Area","water_Area","latitude","longitude","tract_avgSlope","County","county_avgElevation","avg_tempeture","avg_precipitation","EVT_LF"
"1676","06073","06","073","013325","06073013325",133.25,"Census Tract 133.25",1018898,0,32.6238209,-116.9944877,3.55464656920509,"San Diego County",477,64.2,8.64,"Tree"
"1677","06073","06","073","013318","06073013318",133.18,"Census Tract 133.18",1629636,0,32.6244456,-116.9775842,1.91210752034819,"San Diego County",169,64.2,8.64,"Tree"
"1678","06073","06","073","013317","06073013317",133.17,"Census Tract 133.17",17262139,0,32.6028981,-116.994166,3.89455809078946,"San Diego County",477,64.2,8.64,"Tree"
"1679","06073","06","073","015407","06073015407",154.07,"Census Tract 154.07",826710,0,32.7839546,-116.9482329,1.82559300292693,"San Diego County",251,64.2,8.64,"Tree"
"1680","06073","06","073","008367","06073008367",83.67,"Census Tract 83.67",1861042,0,32.9674554,-117.1552936,3.54018468531015,"San Diego County",120,64.2,8.64,"Tree"
"1681","06073","06","073","010017","06073010017",100.17,"Census Tract 100.17",2887227,0,32.5746931,-117.0293457,4.45004735807745,"San Diego County",167,64.2,8.64,"Herb"
"1682","06073","06","073","007304","06073007304",73.04,"Census Tract 73.04",496911,295726,32.7427262,-117.2532896,1.69980540203696,"San Diego County",187,64.2,8.64,"Developed"
"1683","06073","06","073","005602","06073005602",56.02,"Census Tract 56.02",5339988,0,32.7307683,-117.1465365,4.21500222562558,"San Diego County",120,64.2,8.64,"Tree"
"1684","06073","06","073","001301","06073001301",13.01,"Census Tract 13.01",352169,0,32.7518842,-117.1289229,0.569730148935805,"San Diego County",7,64.2,8.64,"Developed"
"1685","06073","06","073","021306","06073021306",213.06,"Census Tract 213.06",37880220,0,32.698874,-116.9282753,5.01451888417007,"San Diego County",144,64.2,8.64,"Shrub"
"1686","06073","06","073","013319","06073013319",133.19,"Census Tract 133.19",7663327,0,32.6150191,-116.9559929,3.42892213847476,"San Diego County",261,64.2,8.64,"Tree"
"1687","06073","06","073","013324","06073013324",133.24,"Census Tract 133.24",404780,0,32.6292227,-116.9845652,3.67299408910015,"San Diego County",169,64.2,8.64,"Tree"
"1688","06073","06","073","009000","06073009000",90,"Census Tract 90",1231847,0,32.7782874,-117.1788276,4.65902862174344,"San Diego County",233,64.2,8.64,"Herb"
"1689","06073","06","073","009101","06073009101",91.01,"Census Tract 91.01",2780258,0,32.8002635,-117.2039447,4.12715689291172,"San Diego County",92,64.2,8.64,"Tree"
"1690","06081","06","081","605300","06081605300",6053,"Census Tract 6053",1104845,0,37.5820081,-122.3620338,0.957284483391221,"San Mateo County",90,57.4,20.73,"Tree"
"1691","06081","06","081","605400","06081605400",6054,"Census Tract 6054",2651441,1270706,37.5910356,-122.3453899,0.781638719226965,"San Mateo County",-6,57.4,20.73,"Tree"
"1692","06081","06","081","605800","06081605800",6058,"Census Tract 6058",1204598,0,37.5680135,-122.345218,1.33695515460141,"San Mateo County",-6,57.4,20.73,"Tree"
"1693","06095","06","095","253101","06095253101",2531.01,"Census Tract 2531.01",6233022,0,38.3504671,-122.0064354,2.76724271320309,"Solano County",118,62.3,12.25,"Tree"
"1694","06095","06","095","253105","06095253105",2531.05,"Census Tract 2531.05",2472064,0,38.3539119,-121.9670998,1.12350859283792,"Solano County",43,62.3,12.25,"Tree"
"1695","06095","06","095","253106","06095253106",2531.06,"Census Tract 2531.06",1093169,0,38.3417498,-121.9660442,0.778468664192859,"Solano County",17,62.3,12.25,"Tree"
"1696","06095","06","095","253107","06095253107",2531.07,"Census Tract 2531.07",2543148,0,38.3420882,-121.9790499,0.857645288663236,"Solano County",45,62.3,12.25,"Tree"
"1697","06095","06","095","253201","06095253201",2532.01,"Census Tract 2532.01",5030332,0,38.3703098,-122.011505,1.24278538216615,"Solano County",5,62.3,12.25,"Agriculture"
"1698","06071","06","071","980200","06071980200",9802,"Census Tract 9802",23107654,0,34.5899226,-117.3731621,0.769626855293124,"San Bernardino County",900,67.9,3.81,"Tree"
"1699","06071","06","071","009300","06071009300",93,"Census Tract 93",11464768,0,34.9077517,-117.0327825,0.876575688605255,"San Bernardino County",944,67.9,3.81,"Sparse"
"1700","06037","06","037","553902","06037553902",5539.02,"Census Tract 5539.02",1055808,0,33.8851402,-118.1530886,0.148687445782315,"Los Angeles County",44,63.7,7.64,"Tree"
"1701","06037","06","037","570304","06037570304",5703.04,"Census Tract 5703.04",545967,25570,33.8563177,-118.1926968,0.306536845851058,"Los Angeles County",34,63.7,7.64,"Developed"
"1702","06037","06","037","620303","06037620303",6203.03,"Census Tract 6203.03",1158102,0,33.8915717,-118.4018082,1.94636747022841,"Los Angeles County",82,63.7,7.64,"Tree"
"1703","06099","06","099","000910","06099000910",9.1,"Census Tract 9.10",1885963,0,37.6727215,-120.9666773,0,"Stanislaus County",29,63.2,10.09,"Tree"
"1704","06099","06","099","001001","06099001001",10.01,"Census Tract 10.01",2602761,0,37.6593397,-120.9658255,0.39557571814268,"Stanislaus County",29,63.2,10.09,"Tree"
"1705","06099","06","099","000911","06099000911",9.11,"Census Tract 9.11",1335345,0,37.6717709,-120.9506409,0,"Stanislaus County",41,63.2,10.09,"Tree"
"1706","06037","06","037","403801","06037403801",4038.01,"Census Tract 4038.01",1882745,0,34.1029152,-117.8678976,0.309350488635407,"Los Angeles County",254,63.7,7.64,"Tree"
"1707","06037","06","037","408134","06037408134",4081.34,"Census Tract 4081.34",884018,0,34.0224507,-117.8980812,4.01171044996217,"Los Angeles County",178,63.7,7.64,"Tree"
"1708","06037","06","037","980034","06037980034",9800.34,"Census Tract 9800.34",6359662,96643,33.8977271,-118.0397946,0.724491797468698,"Los Angeles County",136,63.7,7.64,"Tree"
"1709","06037","06","037","602510","06037602510",6025.1,"Census Tract 6025.10",324581,0,33.9128051,-118.3416726,0.200419951013581,"Los Angeles County",50,63.7,7.64,"Developed"
"1710","06037","06","037","604200","06037604200",6042,"Census Tract 6042",1256627,929,33.9314946,-118.3311233,0.539909985789231,"Los Angeles County",493,63.7,7.64,"Developed"
"1711","06037","06","037","555300","06037555300",5553,"Census Tract 5553",1712790,0,33.9220961,-118.0716029,0.518474345575554,"Los Angeles County",51,63.7,7.64,"Tree"
"1712","06037","06","037","980012","06037980012",9800.12,"Census Tract 9800.12",912887,0,33.9255374,-118.1619504,0.46076835741697,"Los Angeles County",198,63.7,7.64,"Tree"
"1713","06037","06","037","602201","06037602201",6022.01,"Census Tract 6022.01",1613946,960,33.9226614,-118.3710688,0.996145674549749,"Los Angeles County",122,63.7,7.64,"Tree"
"1714","06037","06","037","550301","06037550301",5503.01,"Census Tract 5503.01",1585554,71460,33.9242357,-118.1045526,1.01003112771577,"Los Angeles County",36,63.7,7.64,"Tree"
"1715","06037","06","037","602513","06037602513",6025.13,"Census Tract 6025.13",1787359,11775,33.9195907,-118.3309833,0.610409836302529,"Los Angeles County",493,63.7,7.64,"Developed"
"1716","06037","06","037","550101","06037550101",5501.01,"Census Tract 5501.01",718115,0,33.9278487,-118.07705,0.397190361429786,"Los Angeles County",47,63.7,7.64,"Developed"
"1717","06037","06","037","240901","06037240901",2409.01,"Census Tract 2409.01",344922,6256,33.9323798,-118.2603545,0.46609376286849,"Los Angeles County",5,63.7,7.64,"Developed"
"1718","06089","06","089","011300","06089011300",113,"Census Tract 113",3310486,1703,40.5666835,-122.3356287,1.04298577809651,"Shasta County",130,56.9,23.69,"Tree"
"1719","06089","06","089","012000","06089012000",120,"Census Tract 120",10833565,68918,40.4351833,-122.2934161,2.43328828711501,"Shasta County",570,56.9,23.69,"Sparse"
"1720","06065","06","065","043248","06065043248",432.48,"Census Tract 432.48",2057874,0,33.4713037,-117.0854896,3.9075991959551,"Riverside County",373,70.1,4.45,"Tree"
"1721","06065","06","065","043256","06065043256",432.56,"Census Tract 432.56",1932233,7052,33.479534,-117.0867251,1.74813153332544,"Riverside County",373,70.1,4.45,"Herb"
"1722","06065","06","065","043264","06065043264",432.64,"Census Tract 432.64",2681816,0,33.4952197,-117.1030729,3.45827678801388,"Riverside County",339,70.1,4.45,"Tree"
"1723","06065","06","065","030101","06065030101",301.01,"Census Tract 301.01",487913,0,33.9972756,-117.3518996,0.711480885086691,"Riverside County",390,70.1,4.45,"Tree"
"1724","06065","06","065","030103","06065030103",301.03,"Census Tract 301.03",1006447,0,33.9928507,-117.3656092,0.926972398649272,"Riverside County",933,70.1,4.45,"Tree"
"1725","06093","06","093","000100","06093000100",1,"Census Tract 1",860405316,44664518,41.819927,-121.6337562,1.57069977550875,"Siskiyou County",1405,50.5,24.08,"Tree"
"1726","06093","06","093","000600","06093000600",6,"Census Tract 6",548988123,1714094,41.6979555,-122.9225125,5.14014753744641,"Siskiyou County",1463,50.5,24.08,"Shrub"
"1727","06037","06","037","408212","06037408212",4082.12,"Census Tract 4082.12",2815221,35899,33.994422,-117.8795586,0.846164779417744,"Los Angeles County",311,63.7,7.64,"Tree"
"1728","06037","06","037","108204","06037108204",1082.04,"Census Tract 1082.04",1432707,0,34.2809054,-118.566704,4.71623798319517,"Los Angeles County",149,63.7,7.64,"Herb"
"1729","06037","06","037","603706","06037603706",6037.06,"Census Tract 6037.06",353446,20544,33.8975222,-118.3302073,0.634966676338361,"Los Angeles County",162,63.7,7.64,"Tree"
"1730","06037","06","037","243002","06037243002",2430.02,"Census Tract 2430.02",391782,0,33.9390066,-118.2314369,0.245562105550679,"Los Angeles County",88,63.7,7.64,"Developed"
"1731","06037","06","037","240902","06037240902",2409.02,"Census Tract 2409.02",712715,6509,33.9352313,-118.2637959,0.449006297215819,"Los Angeles County",747,63.7,7.64,"Tree"
"1732","06037","06","037","500203","06037500203",5002.03,"Census Tract 5002.03",1870108,0,33.9459895,-117.9814957,1.58193006909232,"Los Angeles County",107,63.7,7.64,"Tree"
"1733","06037","06","037","920047","06037920047",9200.47,"Census Tract 9200.47",516138,0,34.4116202,-118.4516966,1.64408861064329,"Los Angeles County",184,63.7,7.64,"Tree"
"1734","06037","06","037","920046","06037920046",9200.46,"Census Tract 9200.46",425305,0,34.415428,-118.4492578,1.39434864085698,"Los Angeles County",184,63.7,7.64,"Tree"
"1735","06037","06","037","920049","06037920049",9200.49,"Census Tract 9200.49",28373267,1532,34.470768,-118.4496499,5.93373498233443,"Los Angeles County",184,63.7,7.64,"Tree"
"1736","06037","06","037","920343","06037920343",9203.43,"Census Tract 9203.43",999033,0,34.3709658,-118.5071739,4.72437431676017,"Los Angeles County",0,63.7,7.64,"Herb"
"1737","06037","06","037","920343","06037920343",9203.43,"Census Tract 9203.43",999033,0,34.3709658,-118.5071739,4.72437431676017,"Los Angeles County",0,63.7,7.64,"Herb"
"1738","06037","06","037","920342","06037920342",9203.42,"Census Tract 9203.42",812748,0,34.376269,-118.5185808,3.50873318439551,"Los Angeles County",494,63.7,7.64,"Herb"
"1739","06037","06","037","920341","06037920341",9203.41,"Census Tract 9203.41",584656,0,34.382219,-118.5315185,0.333853933027446,"Los Angeles County",494,63.7,7.64,"Tree"
"1740","06037","06","037","920048","06037920048",9200.48,"Census Tract 9200.48",2664836,0,34.4226571,-118.4848089,0.684948875270495,"Los Angeles County",326,63.7,7.64,"Herb"
"1741","06037","06","037","920340","06037920340",9203.4,"Census Tract 9203.40",1072931,0,34.3867094,-118.5394175,0.793750510379087,"Los Angeles County",494,63.7,7.64,"Herb"
"1742","06037","06","037","115203","06037115203",1152.03,"Census Tract 1152.03",604763,0,34.2461946,-118.5323978,0.0990455301839914,"Los Angeles County",494,63.7,7.64,"Tree"
"1743","06065","06","065","051100","06065051100",511,"Census Tract 511",2210112,0,33.8965004,-117.2043216,0.687264169948122,"Riverside County",381,70.1,4.45,"Tree"
"1744","06065","06","065","980004","06065980004",9800.04,"Census Tract 9800.04",5735200,0,33.9361587,-117.3162137,3.75511309411845,"Riverside County",563,70.1,4.45,"Tree"
"1745","06065","06","065","043276","06065043276",432.76,"Census Tract 432.76",7922281,0,33.6075961,-117.2312199,3.28436208033396,"Riverside County",437,70.1,4.45,"Herb"
"1746","06065","06","065","043512","06065043512",435.12,"Census Tract 435.12",3096476,0,33.7716284,-116.9444015,0.49867890896235,"Riverside County",819,70.1,4.45,"Tree"
"1747","06065","06","065","043810","06065043810",438.1,"Census Tract 438.10",4302241,0,33.9554592,-117.0006491,1.46808148363806,"Riverside County",468,70.1,4.45,"Tree"
"1748","06085","06","085","503111","06085503111",5031.11,"Census Tract 5031.11",905170,0,37.3225494,-121.839789,0.44251053100304,"Santa Clara County",42,59.8,18.47,"Tree"
"1749","06085","06","085","503112","06085503112",5031.12,"Census Tract 5031.12",1136977,0,37.3223269,-121.8710045,0.51758605567149,"Santa Clara County",38,59.8,18.47,"Tree"
"1750","06085","06","085","506302","06085506302",5063.02,"Census Tract 5063.02",2014346,0,37.3088699,-121.956866,0.427641119979332,"Santa Clara County",109,59.8,18.47,"Tree"
"1751","06085","06","085","511200","06085511200",5112,"Census Tract 5112",2059515,0,37.4511933,-122.1470199,0.293513032354848,"Santa Clara County",45,59.8,18.47,"Tree"
"1752","06071","06","071","002021","06071002021",20.21,"Census Tract 20.21",7780053,0,34.1530008,-117.5552301,1.05211543127455,"San Bernardino County",1930,67.9,3.81,"Agriculture"
"1753","06071","06","071","002804","06071002804",28.04,"Census Tract 28.04",1003614,0,34.0957106,-117.4468885,0.129780712683639,"San Bernardino County",874,67.9,3.81,"Tree"
"1754","06071","06","071","000825","06071000825",8.25,"Census Tract 8.25",952026,0,34.0916975,-117.6755256,0.580243441299139,"San Bernardino County",191,67.9,3.81,"Developed"
"1755","06071","06","071","002706","06071002706",27.06,"Census Tract 27.06",41433197,0,34.1776714,-117.388419,2.02882875300501,"San Bernardino County",900,67.9,3.81,"Sparse"
"1756","06071","06","071","002105","06071002105",21.05,"Census Tract 21.05",3363837,0,34.0978837,-117.60459,0.519670026100785,"San Bernardino County",437,67.9,3.81,"Tree"
"1757","06071","06","071","001503","06071001503",15.03,"Census Tract 15.03",553555,0,34.0667121,-117.6324257,0.0013274730999229,"San Bernardino County",539,67.9,3.81,"Tree"
"1758","06071","06","071","002037","06071002037",20.37,"Census Tract 20.37",4607027,0,34.1223633,-117.5015513,0.653876379202065,"San Bernardino County",874,67.9,3.81,"Tree"
"1759","06089","06","089","012301","06089012301",123.01,"Census Tract 123.01",16993181,754771,40.4748881,-122.3522775,2.30087604500572,"Shasta County",162,56.9,23.69,"Agriculture"
"1760","06045","06","045","010801","06045010801",108.01,"Census Tract 108.01",182047384,571783,39.3237324,-123.204942,5.43753930120141,"Mendocino County",246,56.3,32.19,"Tree"
"1761","06045","06","045","010802","06045010802",108.02,"Census Tract 108.02",311048228,583001,39.3439207,-123.0742992,5.44804196975118,"Mendocino County",544,56.3,32.19,"Tree"
"1762","06079","06","079","012602","06079012602",126.02,"Census Tract 126.02",4434670,0,35.4949371,-120.6894395,3.77513975506617,"San Luis Obispo County",298,61.2,10.53,"Sparse"
"1763","06079","06","079","011903","06079011903",119.03,"Census Tract 119.03",1170087,0,35.1237746,-120.6002959,1.97999457483189,"San Luis Obispo County",71,61.2,10.53,"Tree"
"1764","06037","06","037","603703","06037603703",6037.03,"Census Tract 6037.03",651955,0,33.898257,-118.3395521,0.277233272255044,"Los Angeles County",19,63.7,7.64,"Developed"
"1765","06045","06","045","011600","06045011600",116,"Census Tract 116",3824413,0,39.1357597,-123.202651,0.524577661482523,"Mendocino County",246,56.3,32.19,"Shrub"
"1766","06045","06","045","010500","06045010500",105,"Census Tract 105",3718888,830145,39.4312988,-123.8014847,3.24304249360171,"Mendocino County",33,56.3,32.19,"Herb"
"1767","06045","06","045","010900","06045010900",109,"Census Tract 109",345787552,3051779,39.2552088,-123.3540678,6.61702721691507,"Mendocino County",418,56.3,32.19,"Shrub"
"1768","06045","06","045","010200","06045010200",102,"Census Tract 102",1916422695,24940664,39.7952095,-123.6196974,6.58393714134507,"Mendocino County",321,56.3,32.19,"Shrub"
"1769","06045","06","045","011800","06045011800",118,"Census Tract 118",655827101,1318996,38.9361372,-123.1194447,6.37722915081349,"Mendocino County",544,56.3,32.19,"Tree"
"1770","06085","06","085","509801","06085509801",5098.01,"Census Tract 5098.01",1686437,0,37.378794,-122.0894335,0.428293054624521,"Santa Clara County",17,59.8,18.47,"Tree"
"1771","06085","06","085","512401","06085512401",5124.01,"Census Tract 5124.01",41363664,9155,37.0596718,-121.6052179,2.2191358041782,"Santa Clara County",65,59.8,18.47,"Agriculture"
"1772","06085","06","085","511911","06085511911",5119.11,"Census Tract 5119.11",36552039,1630396,37.2009977,-121.8180552,4.85771795161333,"Santa Clara County",131,59.8,18.47,"Sparse"
"1773","06085","06","085","506801","06085506801",5068.01,"Census Tract 5068.01",2892437,0,37.2422641,-121.9563613,0.985586762744144,"Santa Clara County",109,59.8,18.47,"Tree"
"1774","06085","06","085","507600","06085507600",5076,"Census Tract 5076",13873391,0,37.2712569,-122.0526822,5.14361297962822,"Santa Clara County",95,59.8,18.47,"Herb"
"1775","06085","06","085","505202","06085505202",5052.02,"Census Tract 5052.02",9163626,0,37.3702943,-121.9606672,0.507208615266216,"Santa Clara County",109,59.8,18.47,"Developed"
"1776","06085","06","085","512035","06085512035",5120.35,"Census Tract 5120.35",2284568,0,37.2236094,-121.7614495,2.65831611725779,"Santa Clara County",203,59.8,18.47,"Tree"
"1777","06085","06","085","511913","06085511913",5119.13,"Census Tract 5119.13",1923809,0,37.2275027,-121.8912184,1.49688917646225,"Santa Clara County",45,59.8,18.47,"Tree"
"1778","06085","06","085","502500","06085502500",5025,"Census Tract 5025",2496645,0,37.2931927,-121.8928401,0.298099310870643,"Santa Clara County",9,59.8,18.47,"Tree"
"1779","06085","06","085","506502","06085506502",5065.02,"Census Tract 5065.02",3021395,50285,37.2792209,-121.9460918,0.910390354529307,"Santa Clara County",2,59.8,18.47,"Tree"
"1780","06085","06","085","507206","06085507206",5072.06,"Census Tract 5072.06",3237430,0,37.2436526,-121.985561,3.06327442989122,"Santa Clara County",19,59.8,18.47,"Tree"
"1781","06085","06","085","504308","06085504308",5043.08,"Census Tract 5043.08",18611790,1413,37.4093718,-121.8131628,5.53089348609028,"Santa Clara County",60,59.8,18.47,"Agriculture"
"1782","06085","06","085","504202","06085504202",5042.02,"Census Tract 5042.02",15506825,0,37.3764599,-121.7923207,5.91331146720488,"Santa Clara County",60,59.8,18.47,"Agriculture"
"1783","06085","06","085","504201","06085504201",5042.01,"Census Tract 5042.01",2991958,0,37.3845968,-121.8211354,3.06583800154763,"Santa Clara County",42,59.8,18.47,"Tree"
"1784","06037","06","037","460800","06037460800",4608,"Census Tract 4608",6696659,47178,34.1647644,-118.1815624,5.93048765040208,"Los Angeles County",42,63.7,7.64,"Tree"
"1785","06045","06","045","010700","06045010700",107,"Census Tract 107",26176504,53812,39.4224535,-123.3672551,3.53357936512623,"Mendocino County",526,56.3,32.19,"Shrub"
"1786","06045","06","045","011700","06045011700",117,"Census Tract 117",176506022,4761194,39.1624023,-123.1105871,5.85747508879003,"Mendocino County",544,56.3,32.19,"Tree"
"1787","06045","06","045","011200","06045011200",112,"Census Tract 112",648730165,105252,39.1071277,-123.4588038,6.76441576529083,"Mendocino County",346,56.3,32.19,"Shrub"
"1788","06045","06","045","010400","06045010400",104,"Census Tract 104",7024716,2704339,39.4499078,-123.8051687,2.1050709808988,"Mendocino County",33,56.3,32.19,"Tree"
"1789","06045","06","045","010300","06045010300",103,"Census Tract 103",477229543,4431083,39.455171,-123.638408,6.69992052665154,"Mendocino County",321,56.3,32.19,"Shrub"
"1790","06045","06","045","011300","06045011300",113,"Census Tract 113",263374336,249307,39.1014223,-123.2883087,6.57179440910072,"Mendocino County",359,56.3,32.19,"Tree"
"1791","06085","06","085","503113","06085503113",5031.13,"Census Tract 5031.13",728343,0,37.3156874,-121.8809726,0.442862631961075,"Santa Clara County",38,59.8,18.47,"Developed"
"1792","06111","06","111","004304","06111004304",43.04,"Census Tract 43.04",1436436,0,34.1784044,-119.2084417,0.199491621331966,"Ventura County",4,59.8,9.94,"Tree"
"1793","06111","06","111","980000","06111980000",9800,"Census Tract 9800",58634146,8791830,33.2556547,-119.5035884,2.84566145241436,"Ventura County",48,59.8,9.94,"Agriculture"
"1794","06111","06","111","004710","06111004710",47.1,"Census Tract 47.10",1705452,0,34.1642972,-119.1565272,0.353964741646297,"Ventura County",55,59.8,9.94,"Tree"
"1795","06111","06","111","004505","06111004505",45.05,"Census Tract 45.05",557727,0,34.1578512,-119.1820395,0.266790174957245,"Ventura County",3,59.8,9.94,"Tree"
"1796","06039","06","039","000510","06039000510",5.1,"Census Tract 5.10",5059993,0,36.9329219,-120.0433683,0.240493847602331,"Madera County",91,58.1,14.2,"Sparse"
"1797","06039","06","039","000301","06039000301",3.01,"Census Tract 3.01",7324613,0,37.1111437,-120.2544609,0.0783094213930969,"Madera County",71,58.1,14.2,"Agriculture"
"1798","06039","06","039","000302","06039000302",3.02,"Census Tract 3.02",2614848,0,37.1195801,-120.2696966,0.115093485664788,"Madera County",71,58.1,14.2,"Tree"
"1799","06039","06","039","001100","06039001100",11,"Census Tract 11",1015567572,3478842,36.894676,-120.228364,0.203345347981169,"Madera County",75,58.1,14.2,"Agriculture"
"1800","06039","06","039","000203","06039000203",2.03,"Census Tract 2.03",171373962,256085,37.0454623,-120.3025921,0.0488001700752671,"Madera County",71,58.1,14.2,"Herb"
"1801","06039","06","039","000204","06039000204",2.04,"Census Tract 2.04",118579795,386151,37.1018738,-120.3199636,0.209169201211579,"Madera County",71,58.1,14.2,"Agriculture"
"1802","06039","06","039","000111","06039000111",1.11,"Census Tract 1.11",164870403,0,37.2743975,-119.6649168,5.09104899508161,"Madera County",697,58.1,14.2,"Tree"
"1803","06039","06","039","000514","06039000514",5.14,"Census Tract 5.14",150553298,1604259,37.0431408,-119.9882049,0.89061404891388,"Madera County",83,58.1,14.2,"Agriculture"
"1804","06085","06","085","510500","06085510500",5105,"Census Tract 5105",2613476,0,37.3927552,-122.1201614,0.330041030030864,"Santa Clara County",51,59.8,18.47,"Tree"
"1805","06035","06","035","040304","06035040304",403.04,"Census Tract 403.04",2871481,52803,40.4067172,-120.6448383,0.932786395669461,"Lassen County",1407,48,13.3,"Agriculture"
"1806","06035","06","035","040305","06035040305",403.05,"Census Tract 403.05",174645200,1444856,40.4780592,-120.6712575,2.99152756566968,"Lassen County",1281,48,13.3,"Herb"
"1807","06039","06","039","000513","06039000513",5.13,"Census Tract 5.13",136869268,0,36.9737665,-120.1811155,0.110670814295627,"Madera County",75,58.1,14.2,"Herb"
"1808","06039","06","039","000702","06039000702",7.02,"Census Tract 7.02",5277438,0,36.9511694,-120.0873976,0.204876129512611,"Madera County",81,58.1,14.2,"Tree"
"1809","06039","06","039","000701","06039000701",7.01,"Census Tract 7.01",3117609,0,36.9667902,-120.0812696,0.318177834342451,"Madera County",81,58.1,14.2,"Herb"
"1810","06039","06","039","000512","06039000512",5.12,"Census Tract 5.12",16159227,0,36.9413199,-120.106564,0.128399887818955,"Madera County",81,58.1,14.2,"Shrub"
"1811","06039","06","039","000518","06039000518",5.18,"Census Tract 5.18",4723676,0,36.9462467,-120.021853,0.200509727625382,"Madera County",83,58.1,14.2,"Agriculture"
"1812","06039","06","039","000902","06039000902",9.02,"Census Tract 9.02",1420595,0,36.9512885,-120.0451888,0.204178481577318,"Madera County",91,58.1,14.2,"Herb"
"1813","06073","06","073","008368","06073008368",83.68,"Census Tract 83.68",2642599,0,32.9692378,-117.1416539,2.86748866732829,"San Diego County",129,64.2,8.64,"Tree"
"1814","06073","06","073","017057","06073017057",170.57,"Census Tract 170.57",2970987,16240,33.0306314,-117.0686679,2.68533637489919,"San Diego County",227,64.2,8.64,"Tree"
"1815","06073","06","073","021502","06073021502",215.02,"Census Tract 215.02",10700454,0,32.950734,-117.1857183,4.67317921241084,"San Diego County",233,64.2,8.64,"Shrub"
"1816","06073","06","073","008371","06073008371",83.71,"Census Tract 83.71",2095113,0,32.9138604,-117.2230757,5.73105320693699,"San Diego County",61,64.2,8.64,"Herb"
"1817","06073","06","073","007911","06073007911",79.11,"Census Tract 79.11",359337,0,32.8028078,-117.236271,1.03077225747548,"San Diego County",133,64.2,8.64,"Developed"
"1818","06085","06","085","512031","06085512031",5120.31,"Census Tract 5120.31",1435711,0,37.231499,-121.8102325,1.81638514830839,"Santa Clara County",60,59.8,18.47,"Tree"
"1819","06085","06","085","502902","06085502902",5029.02,"Census Tract 5029.02",2628380,0,37.273586,-121.9156579,0.425618132894764,"Santa Clara County",83,59.8,18.47,"Tree"
"1820","06085","06","085","502601","06085502601",5026.01,"Census Tract 5026.01",1410422,0,37.2902315,-121.914692,0.54747584811887,"Santa Clara County",83,59.8,18.47,"Tree"
"1821","06073","06","073","008373","06073008373",83.73,"Census Tract 83.73",3120783,0,32.9286051,-117.2301246,5.45235072980021,"San Diego County",133,64.2,8.64,"Herb"
"1822","06073","06","073","017201","06073017201",172.01,"Census Tract 172.01",1451764,1018333,32.9579039,-117.2664207,3.05116964122395,"San Diego County",55,64.2,8.64,"Tree"
"1823","06073","06","073","007601","06073007601",76.01,"Census Tract 76.01",7619977,10779131,32.7727787,-117.2172697,0.986486943937752,"San Diego County",61,64.2,8.64,"Tree"
"1824","06073","06","073","008201","06073008201",82.01,"Census Tract 82.01",838136,0,32.8440338,-117.2730627,1.24778072633416,"San Diego County",42,64.2,8.64,"Developed"
"1825","06073","06","073","020035","06073020035",200.35,"Census Tract 200.35",3399635,0,33.0807361,-117.2525982,3.35043315696653,"San Diego County",133,64.2,8.64,"Tree"
"1826","06073","06","073","020032","06073020032",200.32,"Census Tract 200.32",4173521,0,33.0909539,-117.2637718,4.32364949883962,"San Diego County",55,64.2,8.64,"Shrub"
"1827","06073","06","073","020033","06073020033",200.33,"Census Tract 200.33",1645563,0,33.101082,-117.2486143,3.21837457797536,"San Diego County",133,64.2,8.64,"Tree"
"1828","06073","06","073","020030","06073020030",200.3,"Census Tract 200.30",5935321,0,33.1151161,-117.2578699,4.08682355659986,"San Diego County",187,64.2,8.64,"Tree"
"1829","06073","06","073","008377","06073008377",83.77,"Census Tract 83.77",345747,0,32.8698489,-117.2243086,2.49941187926258,"San Diego County",61,64.2,8.64,"Tree"
"1830","06073","06","073","008379","06073008379",83.79,"Census Tract 83.79",252891,0,32.8692851,-117.2161322,1.57032142873306,"San Diego County",61,64.2,8.64,"Developed"
"1831","06073","06","073","018202","06073018202",182.02,"Census Tract 182.02",615161,0,33.1924051,-117.3729401,1.04120475636782,"San Diego County",78,64.2,8.64,"Developed"
"1832","06073","06","073","018616","06073018616",186.16,"Census Tract 186.16",3435395,392608,33.215899,-117.3543556,2.53831785848594,"San Diego County",78,64.2,8.64,"Tree"
"1833","06073","06","073","018102","06073018102",181.02,"Census Tract 181.02",1234083,334546,33.1726793,-117.3606216,1.83968704360635,"San Diego County",78,64.2,8.64,"Tree"
"1834","06053","06","053","014104","06053014104",141.04,"Census Tract 141.04",3204476,0,36.6518615,-121.7987528,1.14024780619911,"Monterey County",23,60,13.56,"Shrub"
"1835","06053","06","053","011801","06053011801",118.01,"Census Tract 118.01",1060220,0,36.5585612,-121.9212894,2.24342373748418,"Monterey County",351,60,13.56,"Tree"
"1836","06053","06","053","011203","06053011203",112.03,"Census Tract 112.03",2021448,0,36.3169984,-121.244254,0.513312990754763,"Monterey County",76,60,13.56,"Tree"
"1837","06053","06","053","014500","06053014500",145,"Census Tract 145",13891948,0,36.6483828,-121.6367292,0.228485908431217,"Monterey County",13,60,13.56,"Tree"
"1838","06037","06","037","106112","06037106112",1061.12,"Census Tract 1061.12",3228477,0,34.3055419,-118.4123941,3.52168285091674,"Los Angeles County",91,63.7,7.64,"Tree"
