OBJECTID,Assessment_name,Spatial_extent,Spatial_resolution,Description,Fire_modeling,Values_,Documentation,Data,Online_map,Contact,Prepared_by,Prepared_for,Revision_date,ArcGIS_online_data,Assessment_type,Property,Population,Infrastructure,Water,Vegetation,Air_Quality,Agriculture,Wildlife,Recreation,Culture,LANDFIRE_vintage,Fire_data,Shape_Length,Shape_Area
27,Contemporary Wildfire Hazard Across Utah,10-km buffer around the state of Utah,120,"The Contemporary Wildfire Hazard Across Utah (2022) was prepared for the Utah Department of Natural Resources to provide foundational information about wildfire hazards in Utah. This assessment considered the likelihood of fire occurrence and intensity but not exposure or susceptibility of HVRAs. This assessment used 120-m resolution burn probabilities generated with the FSim large-fire simulator (Finney and others, 2011) based on surface fuels, weather, topography, and historical wildfire occurrence data. The FSim simulations used fuel models and topography data from the LANDFIRE 2016 v2.0.0 dataset. Historical wildfire occurrences were acquired from the Fire Occurrence Database (Short, 2022; 1992-2020). Weather data was acquired from various Remote Automatic Weather Stations (RAWS), and Energy Release Component (ERC) values were extracted from the gridMET 4-km data (Abatzoglou, 2013). This assessment also included fire intensity estimates generated using Pyrologix's WildEST utility. Homes are the only HVRA considered in this assessment.

Abatzoglou, J.T., 2013, Development of gridded surface meteorological data for ecological applications and modelling: International Journal of Climatology, v. 33, no. 1, p. 121–131. https://doi.org/10.1002/joc.3413

Finney, M.A., McHugh, C.W., Grenfell, I.C., Riley, K.L., and Short, K.C., 2011, A simulation of probabilistic wildfire risk components for the continental United States: Stochastic Environmental Research and Risk Assessment, v. 25, no. 7, p. 973–1000. https://doi.org/10.1007/s00477-011-0462-z

Short, K.C., 2022, Spatial wildfire occurrence data for the United States, 1992-2020 [FPA_FOD_20221014]: https://www.fs.usda.gov/rds/archive/catalog/RDS-2013-0009.6","This assessment calculated burn probability from 20,000-64,000 FSim large-fire simulator iterations at 120-m resolution and fire intensity estimates were calculated from Pyrologix's WildEST utility",Homes,http://pyrologix.com/reports/Utah_WildfireHazardReport.pdf,,,contact@pyrologix.com,Pyrologix,"Utah Department of Natural Resources Division of Forestry, Fire and State Lands",20230215,no,hazard,1,0,0,0,0,0,0,0,0,0,2016,1992-2020,20.6009724,25.06992028
28,STARFire Idaho BLM,Idaho,480,"This assessment was completed in response to Final Report Section 7.b.iii Fuels – Action Item 4: Coordinate the development of effective landscape-level fuels treatment plans in Secretarial Order 3336 (SO3336) – Rangeland Fire Prevention, Management and Restoration. The assessment objectives were to (1) complete a wildfire risk analysis that identifies where wildfire is expected to produce the greatest loss to Sage Grouse and other fire-affected resources and where fire can generate ecosystem benefits, and (2) identify strategic locations for fuels treatments that reduce risk to Sage-grouse while considering fire affected resources and maximizing return on investment in the northern Great Basin. The assessment used STARFire, a spatial fire planning and budget system developed in collaboration with the U.S. Department of Interior National Park Service (NPS), Fish and Wildlife Service (FWS), and the Bureau of Land Management at the WESTFIRE Research Center at Colorado State University. STARFire was applied across the state of Idaho for this assessment (Rideout and others, 2014), but STARFire has also been applied nationally (Wei and others, 2016). Rideout and others, (2019) provides details about the STARFire approach. STARFire utilized FlamMap to estimate fire behavior for different National Fire Danger Rating Areas using weather conditions and fuel moistures from representative weather stations, LANDFIRE fuels (v.1.3.0, 2012), and fire and ignition history (Short 2015). Fire-affected resources were identified by U.S. Bureau of Land Management district resource managers, and subject matter experts provided resource data and defined response curves linking flame length to resource values using the non-market and non-monetized Marginal Attributes of Substitution (MARS) economic valuation system known (Rideout et al. 2008). STARFire also incorporates treatment costs, defined by treatment type, fuel model, and land status (degraded or intact), and initial attack ability (preparedness) based on distance to dispatch locations and rate of spread. STARFire uses a single metric to assess the risks and benefits of wildfire: return on investment (ROI) and includes functionality to assess risks and benefits of wildfire, fuel treatment locations, and preparedness levels. In this assessment, STARFire was used to provide an initial wildfire risk assessment for all of Idaho as well as a fuel treatment assessment to generate an ROI surface and identify areas where fuel treatments would generate a greater ROI.

Rideout, D.B., Ziesler, P.S., Kling, R., Loomis, J.B., and Botti, S.J., 2008, Estimating rates of substitution for protecting values at risk for initial attack planning and budgeting: Forest Policy and Economics, v. 10, no. 4, p. 205–219. https://doi.org/10.1016/j.forpol.2007.10.003

Rideout, D.B., Ziesler, P.S., and Kernohan, N.J., 2014, Valuing fire planning alternatives in forest restoration: Using derived demand to integrate economics with ecological restoration: Journal of Environmental Management, v. 141, p. 190–200. https://doi.org/ 10.1016/j.jenvman.2014.03.023

Rideout, D.B., Kernohan, N., and Epps, J.-R., 2019, Large-scale fire risk planning for initial attack and fuels: the U.S. state of Idaho: International Journal of Safety and Security Engineering, v. 9, no. 1, p. 26–37. https://doi.org/10.2495/SAFE-V9-N1-26-37

Short, K.C., 2015, Spatial wildfire occurrence data for the United States, 1992-2013 [FPA_FOD_20150523] (3rd Edition): https://www.fs.usda.gov/rds/archive/Catalog/RDS-2013-0009.3

Wei, Y., Rideout, D., Kirsch, A., and Kernohan, N., 2016, Comparing alternative budget allocation models to support strategic wildland fire program analysis across US National Parks: International Journal of Safety and Security Engineering, v. 6, no. 2, p. 238–245. https://doi.org/10.2495/SAFE-V6-N2-238-245","STARFire used FlamMap to estimate fire behavior for different National Fire Danger Rating Areas using weather conditions and fuel moistures from representative weather stations, LANDFIRE fuels (v.1.3.0, 2012), and fire and ignition history (1992–2013, Short 2015).

Short, K.C., 2015, Spatial wildfire occurrence data for the United States, 1992-2013 [FPA_FOD_20150523] (3rd Edition): https://www.fs.usda.gov/rds/archive/Catalog/RDS-2013-0009.3","Fire-affected resources in this assessment included developed areas (infrastructure, developed areas, and communities at risk), sage-grouse density, conifer encroachment, and the ability of the sagebrush ecosystem to resist and be resilient to the impacts of invasive annual grasses and altered fire regimes.",https://www.nifc.gov/fireandsagegrouse/docs/STARfireReport.pdf,https://gis1.idl.idaho.gov/arcgis/rest/services/Portal/Idaho_StarFire_Analysis/MapServer,https://www.arcgis.com/home/webmap/viewer.html?featurecollection=https%3A%2F%2Fgis1.idl.idaho.gov%2Farcgis%2Frest%2Fservices%2FPortal%2FIdaho_StarFire_Analysis%2FMapServer%3Ff%3Djson%26option%3Dfootprints&supportsProjection=true&supportsJSONP=true,https://www.blm.gov/office/idaho-state-office,Colorado State University,Bureau of Land Management,20230215,yes,risk,1,0,1,0,1,0,0,1,0,0,2012,1992-2013,29.44233322,24.45835982
29,Nebraska Assessment,Nebraska,,"The Nebraska Wildfire Risk Portal provides online weather and fire danger maps representing present-day conditions and 1-day and 3-day forecasts. It also provides an interactive risk map that can query a specific address. An online viewer, with public and professional versions available, provides more interaction with the weather and risk layers, and other ancillary information. The viewer includes a user’s guide, but there is little information about the input data and methods used in the risk assessment.",unknown,unknown,https://timmons-branding.s3.amazonaws.com/NEWRAP/userGuide/Basic+Viewer+User+Manual.pdf,,https://nebraskawildfirerisk.com/,trees@unl.edu,Timmons Group,Nebraska Forest Service,20230215,no,risk,1,0,0,0,0,0,0,0,0,0,unknown,unknown,24.1287607,21.60916988
30,USFS Region 5–Southern California Quantitative Wildfire Risk Assessment,"The southern coastal California national forests, 3 neighboring national monuments, and one national game refuge with a 60-km buffer around them all.",180,"The U.S. Forest Service Region 5 Southern California Quantitative Wildfire Risk Assessment (2019) was prepared for the U.S. Forest Service to provide foundational information about wildfire hazards and risks to highly valued resources and assets (HVRAs) across the southern coastal California national forests, three neighboring national monuments, and one national game refuge. This assessment considered the likelihood of fire occurrence, fire intensity, and exposure or susceptibility of HVRAs across the study area. The only assets and values considered in this assessment are communities and the housing units associated with each community. This assessment used 180-m resolution burn probabilities generated with the FSim large-fire simulator (Finney and others, 2011) based on surface fuel, weather, topography, and historical wildfire occurrence data. This assessment also included fire intensity estimates generated using Pyrologix's WildEST utility. The Southern California Risk Assessment fuelscape was derived from LANDFIRE 2014b (FBFM40) data. Weather data was acquired from various Remote Automatic Weather Stations (RAWS) and Energy Release Component (ERC) values were derived from gridded ERC rasters for the period 1992-2012. Historical wildfire occurrences were acquired from the Fire Occurrence Database (Short, 2017; 1992-2015). 

Finney, M.A., McHugh, C.W., Grenfell, I.C., Riley, K.L., and Short, K.C., 2011, A simulation of probabilistic wildfire risk components for the continental United States: Stochastic Environmental Research and Risk Assessment, v. 25, no. 7, p. 973–1000. https://doi.org/10.1007/s00477-011-0462-z

Short, K.C., 2017, Spatial wildfire occurrence data for the United States, 1992-2015 [FPA_FOD_20170508] (4th Edition): https://www.fs.usda.gov/rds/archive/Catalog/RDS-2013-0009.4",FSim large-fire simulator was used to estimate the likelihood and intensity of wildfire across the landscape at a 180-m resolution.,Communities and housing units,http://pyrologix.com/downloads/scra_quantitativewildfireriskreport_09-30-19/,,,contact@pyrologix.com,Pyrologix,U.S. Forest Service,20230215,no,risk,1,1,0,0,0,0,0,0,0,0,2014,1992-2015,18.95726506,10.99742132
31,Teton Interagency Wildfire Hazard Report,"10-km buffer around the Grand Teton National Park, Bridger-Teton National Forest, and the John D. Rockefeller Jr. Memorial Parkway",90,"The Teton Interagency Wildfire Hazard Report (2019) was prepared for the U.S. Forest Service to provide foundational information about wildfire hazards and risks to highly valued resources and assets (HVRA) for the Grand Teton National Park, Bridger-Teton National Forest, and the John D. Rockefeller Jr. Memorial Parkway and surrounding areas. This assessment considered the likelihood of fire occurrence and fire intensity but not exposure or susceptibility of highly valued resources and assets (HVRAs). This assessment used burn probabilities calculated from 20,000 90-m FSim large-fire simulations (Finney and others, 2011) based on surface fuels, weather, topography, and historical wildfire occurrence data. The FSim simulations used fuel models and information from the LANDFIRE fuels data (v1.4.0 2014) and were revised to account for changes in fuel loads from disturbances between 2015 and 2018. Historical wildfire occurrences for fires 100 acres or larger were acquired from the Fire Occurrence Database (Short, 2017; 1992-2015). Historical weather data were acquired from two Remote Automatic Weather Stations (RAWS) stations and gridded energy release component values. FSim outputs generated for this report included burn probability, flame length exceedance probabilities, and conditional flame length data layers.

Finney, M.A., McHugh, C.W., Grenfell, I.C., Riley, K.L., and Short, K.C., 2011, A simulation of probabilistic wildfire risk components for the continental United States: Stochastic Environmental Research and Risk Assessment, v. 25, no. 7, p. 973–1000. https://doi.org/10.1007/s00477-011-0462-z

Short, K.C., 2017, Spatial wildfire occurrence data for the United States, 1992-2015 [FPA_FOD_20170508] (4th Edition): https://www.fs.usda.gov/rds/archive/Catalog/RDS-2013-0009.4","This assessment calculated burn probability from 20,000 FSim large-fire simulator iterations with 90-m resolution.",None considered,http://pyrologix.com/wp-content/uploads/2019/11/TIARAv2_WildfireHazardReport_04_25_19.pdf,,,contact@pyrologix.com,Pyrologix,U.S. Forest Service,20230215,no,hazard,1,0,0,0,0,0,0,0,0,0,2014,1992-2015,9.969258692,2.864757524
32,Chugach All-Lands Wildfire Risk Assessment,"South Central Alaska: Chugach National Forest area, including the Kenai Peninsula. ",120,"The Chugach All-Lands Wildfire Risk Assessment, published on June 30, 2021, was prepared for the U.S. Forest Service Region 10 to provide foundational information about wildfire hazards and risks to highly valued resources and assets (HVRA) for the Chugach National Forest and surrounding areas in Southcentral Alaska. This assessment considered several components of wildfire risk, including the likelihood of fire occurrence, conditional fire intensity, exposure of highly valuable resources and assets (HVRAs), and the susceptibility of those resources and assets to damage from wildfires. This assessment used burn probabilities calculated from 100,000 120-m FSim large-fire simulations (Finney and others, 2011) based on surface fuels, weather, topography, and historical wildfire occurrence data. The FSim simulations used fuel models and information from the LANDFIRE fuels data (2014 v1.4.0) and data from the Kenai Vegetation Mapping Project, revised to include a custom burnable model for developed areas and to account for disturbances occurring between 2015 and 2019. Additional inputs to the fire spread simulations included historical wildfire occurrences for fires 100 acres or larger (Short, 2017; 1992-2015) and historical weather data from four Remote Automatic Weather Stations (RAWS) stations. The values considered in this assessment included people and property, infrastructure, carbon credits, and drinking water. These were combined based on their relative importance: people and property 69%, infrastructure 14%, water 11%, and carbon 6%.

Finney, M.A., McHugh, C.W., Grenfell, I.C., Riley, K.L., and Short, K.C., 2011, A simulation of probabilistic wildfire risk components for the continental United States: Stochastic Environmental Research and Risk Assessment, v. 25, no. 7, p. 973–1000. https://doi.org/10.1007/s00477-011-0462-z

Short, K.C., 2017, Spatial wildfire occurrence data for the United States, 1992-2015 [FPA_FOD_20170508] (4th Edition): https://www.fs.usda.gov/rds/archive/Catalog/RDS-2013-0009.4","This assessment calculated burn probability from 100,000 FSim large-fire simulator iterations with 120-m resolution. Expert opinions collected in a workshop defined susceptibility curves to relate flame length and HVRA responses.","This assessment considered four groups of Highly Valued Resources and Assets (HVRA): (1) People and Property, (2) Infrastructure, (3) Carbon Credits, and (4) Watersheds (drinking water). The People and Property HRVA included building locations, Census-based population density, and Conveyed Native Allotments. The Infrastructure HRVA included electric transmission lines, communication sites, power plants and substations, oil and gas wells, pipelines, fish hatcheries, and recreation and administrative sites. The Carbon HRVA included areas of forest land used in carbon trading markets. The Watershed HRVA included surface water protection areas and anticipated effects on drinking water sources. The relative importance of the HVRAs was 69% for People and Property, 14% for infrastructure, 6% for Carbon, and 11% for Watersheds.",http://pyrologix.com/reports/ARRA_WildfireRiskReport.pdf,,,contact@pyrologix.com,Pyrologix,U.S. Forest Service Alaska Region (R10) and Chugach National Forest,20230215,no,risk,1,1,1,1,1,0,0,0,0,0,2014,1992-2015,119.9525425,4.141078487
33,USFS Region 9 Superior National Forest,Superior National Forest and adjacent lands in Minnesota,90,"The Superior National Forest Quantitative Wildfire Risk Assessment (2019) was prepared by the U.S. Forest Service to provide foundational information about wildfire hazards for the U.S. Forest Service, Superior National Forest and adjacent lands in Minnesota. This assessment generated burn probability and condition flame length layers and combined them with geospatial locations of highly-valued resources and assets (HVRAs) to estimate risk. This assessment used 90-m resolution burn probabilities generated with the FSim large-fire simulator (Finney and others, 2011) based on surface fuels, weather, topography, and historical wildfire occurrence data. The FSim simulations used fuel models and topography data from the LANDFIRE 2014 dataset (v1.4.0), updated to include disturbances from 2015 and 2016. Historical wildfire occurrences, 50 acres or larger, were acquired from the Fire Occurrence Database (Short, 2017; 1992-2015). Weather data were acquired from two Remote Automatic Weather Stations (RAWS) and gridded Energy Release Component (ERC). Resources and assets considered in this assessment included communication and recreation infrastructure, critical plant species and habitat, priority vegetation types, timber values, ecological integrity, wildland-urban interface (WUI) structures, and culturally significant historical structures. Response functions estimating potential damages to resources and assets based on wildfire behavior were based on expert opinion. Risk calculations for the entire region weighted individual HVRAs, with WUI structures weighted at 48%, followed by timber values (19%), and ecological integrity (14%). The remaining HVRAs had weights less than or equal to 5%. Results are summarized for the entire region by ranger district and sub-watersheds.

Finney, M.A., McHugh, C.W., Grenfell, I.C., Riley, K.L., and Short, K.C., 2011, A simulation of probabilistic wildfire risk components for the continental United States: Stochastic Environmental Research and Risk Assessment, v. 25, no. 7, p. 973–1000. https://doi.org/10.1007/s00477-011-0462-z

Short, K.C., 2017, Spatial wildfire occurrence data for the United States, 1992-2015 [FPA_FOD_20170508] (4th Edition): https://www.fs.usda.gov/rds/archive/Catalog/RDS-2013-0009.4","This assessment used 90-m resolution burn probabilities generated with the FSim large-fire simulator based on surface fuels, weather, topography, and historical wildfire occurrence data. The FSim simulations used fuel models and topography data from the LANDFIRE 2014 dataset (v1.4.0), updated to include disturbances from 2015 and 2016. Historical wildfire occurrences, 50 acres or larger, were acquired from the Fire Occurrence Database (Short, 2017; 1992-2015). Weather data was acquired from two Remote Automatic Weather Stations (RAWS) and gridded Energy Release Component (ERC).","Values considered in this assessment included communication and recreation infrastructure, critical plant species and habitat, priority vegetation types, timber values, ecological conditions, and wildland-urban interface structures, culturally significant historical structures.",https://www.fs.usda.gov/Internet/FSE_DOCUMENTS/fseprd976597.pdf,,,https://www.fs.usda.gov/contactus/superior/about-forest/contactus,U.S. Forest Service,"U.S. Forest Service, Superior National Forest",20230215,no,risk,1,0,1,0,1,0,0,1,1,1,2014,1992-2015,11.29470658,2.742961714
34,Contemporary Wildfire Hazard Across New Jersey,New Jersey,90,"The Contemporary Wildfire Hazard Across New Jersey (2022) was prepared for the New Jersey Forest Fire Service to provide foundational information about wildfire hazards in New Jersey. This assessment considered the likelihood of fire occurrence and fire intensity but not exposure or susceptibility of HVRAs. This assessment used 90-m burn probabilities generated using 30,000 FSim large-fire simulations (Finney and others, 2011) and fire intensity estimates using Pyrologix's WildEST utility. Inputs to FSim and WildEST included fuel models and information from the Eastern Region Wildfire Risk Assessment fuelscape (based on LANDFIRE 2020 v2.2.0 data), historical wildfire occurrences for fires 100 acres or larger from the Fire Occurrence Database (Short, 2022; 1992-2020), and historical weather data acquired from a Remote Automatic Weather Station (RAWS) and gridded gridMET energy release component values. Outputs generated for this report include a variety of layers from the fire simulations and represent wildfire risk to structures.

Finney, M.A., McHugh, C.W., Grenfell, I.C., Riley, K.L., and Short, K.C., 2011, A simulation of probabilistic wildfire risk components for the continental United States: Stochastic Environmental Research and Risk Assessment, v. 25, no. 7, p. 973–1000. https://doi.org/10.1007/s00477-011-0462-z

Short, K.C., 2022, Spatial wildfire occurrence data for the United States, 1992-2020 [FPA_FOD_20221014]: https://www.fs.usda.gov/rds/archive/catalog/RDS-2013-0009.6","30,000 FSim large-fire simulations and fire intensity estimates from Pyrologix’s WildEST utility",Structures,http://pyrologix.com/reports/NJHaz_WildfireHazardReport.pdf,,,contact@pyrologix.com,Pyrologix,New Jersey Forest Fire Service,20230215,no,risk,1,0,0,0,0,0,0,0,0,0,2020,1992-2020,13.97963618,2.092387652
35,Southern Sierra Nevada Wildfire Risk Assessment,"24 million acres in Southern Sierra Nevada covering the Inyo, Sierra, and Sequoia National Forests. ",90,"The Southern Sierra Nevada Wildfire Risk Assessment was prepared for the USDA Forest Service, Region 5, and was published on April 30, 2015. The assessment sought to determine areas with the highest wildfire risk to communities and natural resources and to determine areas that could potentially benefit from wildfires. The analysis covers three national forests: the Inyo, Sierra, and Sequoia. The analysis considered multiple values at risk, including human habitation (wildland-urban interface), inholdings, major infrastructure (power plants & communication towers, etc.), recreation and administrative infrastructure (forest service campgrounds and structures), visual resources (scenic byways), critical terrestrial habitat, timber resources, watershed resources, and vegetation condition. The assessment used historical fire occurrence (Short 2014) summaries for eight different fire occurrence areas within the Southern Sierra Nevada landscape based on elevation-based ecozones. The fuelscape (virtual landscape on which wildfires were simulated) data were created from the 2008 v1.1.0 LANDFIRE total fuel change dataset and considered elevation, slope, aspect, surface fuel, canopy cover, canopy height, crown base height, and crown bulk density. The assessment also used weather data from four remote automated weather stations (RAWS) to calculate the energy release component, dead fuel moisture content, and wind speed & direction data for each station. The assessment calculated burn probabilities at 180-m resolution FSim simulations (Finney and others, 2011) using the historical fire occurrence, fuelscape, and weather data.

Finney, M.A., McHugh, C.W., Grenfell, I.C., Riley, K.L., and Short, K.C., 2011, A simulation of probabilistic wildfire risk components for the continental United States: Stochastic Environmental Research and Risk Assessment, v. 25, no. 7, p. 973–1000. https://doi.org/10.1007/s00477-011-0462-z

Short, K.C., 2014, Spatial wildfire occurrence data for the United States, 1992-2012 [FPA_FOD_20140428] (2nd Edition): https://www.fs.usda.gov/rds/archive/Catalog/RDS-2013-0009.2","The assessment calculated burn probabilities at 180-m resolution FSim simulations using the historical fire occurrence, fuelscape, and weather data.","This assessment considered a large suite of values, including human habitation (WUI), inholdings, major infrastructure, recreation and administrative infrastructure, visual resources, critical terrestrial habitat, timber resources, watershed resources, and vegetation condition.",https://acconsensus.org/wp-content/uploads/2020/09/SSRA-2015.pdf,,,contact@pyrologix.com,Pyrologix,"U.S. Forest Service, Region 5",20230215,no,risk,1,0,1,1,1,0,0,1,1,0,2008,1992-2012,23.62432402,1.915580771
36,Contemporary Wildfire Hazard on the Black Hills National Forest,15-km buffer around the Black Hills National Forest,30,"The Contemporary Wildfire Hazard on the Black Hills National Forest (2022) was prepared for the Black Hills National Forest to provide foundational information about wildfire hazards for Black Hills National Forest and on adjacent land ownerships. This assessment considered the likelihood of fire occurrence, fire intensity, and exposure or susceptibility of homes. This assessment used 270-m resolution burn probabilities generated with the FSim large-fire simulator (Finney and others, 2011) based on surface fuels, weather, topography, and historical wildfire occurrence data. The FSim simulations used fuel models and topography data from the LANDFIRE 2019 dataset (v2.1.0). This assessment also included fire intensity estimates generated using Pyrologix's WildEST utility.  Historical wildfire occurrences were acquired from the Fire Occurrence Database (Short, 2021; 1992-2017). Weather data used for both FSim and WildEST simulations was acquired from WindNinja and Energy Release Component (ERC) values were extracted from gridMET 4-km weather grids (Abatzoglou, 2013; 2000-2019). Homes are the only HVRA considered in this assessment. 

Abatzoglou, J.T., 2013, Development of gridded surface meteorological data for ecological applications and modelling: International Journal of Climatology, v. 33, no. 1, p. 121–131. https://doi.org/10.1002/joc.3413

Finney, M.A., McHugh, C.W., Grenfell, I.C., Riley, K.L., and Short, K.C., 2011, A simulation of probabilistic wildfire risk components for the continental United States: Stochastic Environmental Research and Risk Assessment, v. 25, no. 7, p. 973–1000. https://doi.org/10.1007/s00477-011-0462-z

Short, K.C., 2021, Spatial wildfire occurrence data for the United States, 1992-2018 [FPA_FOD_20210617] (5th Edition): https://www.fs.usda.gov/rds/archive/Catalog/RDS-2013-0009.5",FSim large-fire simulator was used to quantify wildfire hazard across the landscape at 270-m resolution. WildEST was used to estimate fire intensity.,Homes,http://pyrologix.com/reports/BKF_WildfireHazardReport.pdf,,,contact@pyrologix.com,Pyrologix,U.S. Forest Service Black Hills National Forest,20230215,no,hazard,1,0,0,0,0,0,0,0,0,0,2019,1992-2017,6.199532179,1.833977893
37,USFS Region 2 San Juan National Forest Quantitative Wildfire Risk Assessment,5-km buffer around the San Jan National Forest,120,"The Region 2: San Juan National Forest Quantitative Wildfire Risk Assessment (2019) was prepared for the U.S. Forest Service to provide foundational information about wildfire hazards and risks to highly valued resources and assets (HVRA). This assessment considered the likelihood of fire occurrence, fire intensity, and exposure or susceptibility of infrastructure and recreation, people and property, timber, water conditions, critical aquatic & terrestrial habitats, and cultural HVRAs. Assets and values included in a combined risk metric were water conditions (30% weight), people and property (21%), infrastructure and recreation (19%), critical aquatic and terrestrial habitats (17%), cultural values (9%), and timber resources (4%). This assessment used 120-m resolution burn probabilities generated with the FSim large-fire simulator (Finney and others, 2011) based on surface fuels, weather, topography, and historical wildfire occurrence data. The FSim simulations used fuel models and information from the LANDFIRE fuels data (v1.4.0 2014). Historical wildfire occurrences were acquired from the Fire Occurrence Database (Short, 2017; 1992-2015). This report references the ""Stochastic Wildfire Simulation for the U.S. Bureau of Land Management Colorado Southwest District project""; however, a publicly accessible link was not provided.

Finney, M.A., McHugh, C.W., Grenfell, I.C., Riley, K.L., and Short, K.C., 2011, A simulation of probabilistic wildfire risk components for the continental United States: Stochastic Environmental Research and Risk Assessment, v. 25, no. 7, p. 973–1000. https://doi.org/10.1007/s00477-011-0462-z

Short, K.C., 2017, Spatial wildfire occurrence data for the United States, 1992-2015 [FPA_FOD_20170508] (4th Edition): https://www.fs.usda.gov/rds/archive/Catalog/RDS-2013-0009.4",Used FSim simulation results from the Stochastic Wildfire Simulation for the U.S. Bureau of Land Management Colorado Southwest District project.,"Infrastructure and recreation, people and property, timber, water conditions, critical aquatic and terrestrial habitats, and cultural HVRAs",http://pyrologix.com/wp-content/uploads/2019/11/R2_SJ_QuantitativeWildfireRiskReport.pdf,,,contact@pyrologix.com,Pyrologix,U.S. Forest Service,20230215,no,risk,1,0,1,1,1,0,0,1,1,1,2014,1992-2015,8.741224353,0.8640446293
38,USFS Region 2 Rio Grande National Forest Quantitative Wildfire Risk Assessment,5-km buffer around the Rio Grande National Forest,120,"The Region 2: San Juan National Forest Quantitative Wildfire Risk Assessment (2019) was prepared for the US Forest Service to provide foundational information about wildfire hazards and risks to highly valued resources and assets (HVRA). This assessment considered the likelihood of fire occurrence, fire intensity, and exposure or susceptibility of infrastructure and recreation, people and property, timber, water conditions, critical aquatic and terrestrial habitats, and cultural HVRAs. Assets and values included in a combined risk metric were water conditions (30% weight), people and property (21%), infrastructure and recreation (19%), critical aquatic and terrestrial habitats (17%), cultural values (9%), and timber resources (4%). This assessment used 120-m resolution burn probabilities generated with the FSim large-fire simulator (Finney and others, 2011). The FSim simulations used fuel models and information from the LANDFIRE fuels data (v1.4.0 2014). In addition, historical wildfire occurrence data were acquired from the Fire Occurrence Database (Short, 2017; 1992-2015). This report references the ""Stochastic Wildfire Simulation for the U.S. Bureau of Land Management Colorado Southwest District project""; however, a publicly accessible link was not provided.

Finney, M.A., McHugh, C.W., Grenfell, I.C., Riley, K.L., and Short, K.C., 2011, A simulation of probabilistic wildfire risk components for the continental United States: Stochastic Environmental Research and Risk Assessment, v. 25, no. 7, p. 973–1000. https://doi.org/10.1007/s00477-011-0462-z

Short, K.C., 2017, Spatial wildfire occurrence data for the United States, 1992-2015 [FPA_FOD_20170508] (4th Edition): https://www.fs.usda.gov/rds/archive/Catalog/RDS-2013-0009.4",Used FSim simulation results from the Stochastic Wildfire Simulation for the U.S. Bureau of Land Management Colorado Southwest District project.,"Infrastructure and recreation, people and property, timber, vegetation, watersheds, aquatic and terrestrial habitat HVRAs",http://pyrologix.com/wp-content/uploads/2019/11/R2_RG_QuantitativeWildfireRiskReport.pdf,,,contact@pyrologix.com,Pyrologix,U.S. Forest Service,20230215,no,risk,1,0,1,1,1,0,0,1,1,0,2014,1992-2015,12.41605069,0.8018175858
